2026-08-28T20:11:36.728532+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260828201136_._PromeFuzz.py_-F_database_libtiff_latest_lib.toml_generate_--pool-size_1.log
2026-08-28T20:11:36.750073+0000 | MainThread INFO | src.utils:setup_llm:210 | Validating the LLM client...
2026-08-28T20:11:37.488117+0000 | MainThread SUCCESS | src.utils:setup_llm:214 | The LLM client gpt-4-1 has been setup.
2026-08-28T20:11:37.509982+0000 | MainThread INFO | src.utils:setup_llm:210 | Validating the LLM client...
2026-08-28T20:11:38.271316+0000 | MainThread SUCCESS | src.utils:setup_llm:214 | The LLM client gpt-4-1 has been setup.
2026-08-28T20:11:38.332794+0000 | MainThread INFO | src.generator.worker:restore:362 | Resuming generation state from Fri Aug 28 20:11:38 2026. Last generated fuzz driver 0, last scheduled function set 0
2026-08-28T20:11:38.333531+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T20:11:38.348034+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 1, remaining rounds: 1
2026-08-28T20:11:46.996639+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 1
2026-08-28T20:11:47.011432+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 1, remaining rounds: 4
2026-08-28T20:11:48.228036+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 1 succeeded
2026-08-28T20:11:48.273099+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: rd32 at /promefuzz/database/libtiff/latest/out/tmp/postprocessing/postprocessing_1.c:17:17
2026-08-28T20:11:48.273502+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: rd32 at /promefuzz/database/libtiff/latest/out/tmp/postprocessing/postprocessing_1.c:17:17
2026-08-28T20:11:48.273861+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: rd16 at /promefuzz/database/libtiff/latest/out/tmp/postprocessing/postprocessing_1.c:12:17
2026-08-28T20:11:48.274356+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 1 tests the following functions: 
TIFFReadEncodedTile at tif_read.c:913:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFOpen at tif_unix.c:223:1 in tiffio.h, TIFFReadEncodedStrip at tif_read.c:504:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFOpen at tif_unix.c:223:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFDeferStrileArrayWriting at tif_dirwrite.c:224:5 in tiffio.h, TIFFWriteCheck at tif_write.c:572:1 in tiffio.h, TIFFWriteDirectory at tif_dirwrite.c:194:1 in tiffio.h, TIFFSetDirectory at tif_dir.c:1666:1 in tiffio.h, TIFFForceStrileArrayWriting at tif_flush.c:78:5 in tiffio.h, TIFFSetDirectory at tif_dir.c:1666:1 in tiffio.h, TIFFForceStrileArrayWriting at tif_flush.c:78:5 in tiffio.h, TIFFSetDirectory at tif_dir.c:1666:1 in tiffio.h, TIFFWriteEncodedTile at tif_write.c:391:1 in tiffio.h, TIFFWriteEncodedStrip at tif_write.c:212:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFOpen at tif_unix.c:223:1 in tiffio.h
2026-08-28T20:11:48.289193+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 1 has been successfully generated and sanitized, saved to /promefuzz/database/libtiff/latest/out/fuzz_driver
2026-08-28T20:11:48.289533+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T20:11:48.303968+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 2, remaining rounds: 1
2026-08-28T20:11:53.731437+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 2
2026-08-28T20:11:53.746226+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 4
2026-08-28T20:11:53.793376+0000 | MainThread INFO | src.generator.sanitizer:sanitize:161 | Build error detected in fuzz driver 2, fixing...
2026-08-28T20:11:57.753006+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 3
2026-08-28T20:11:58.139951+0000 | MainThread INFO | src.generator.sanitizer:sanitize:177 | ASan error detected in fuzz driver 2, fixing...
2026-08-28T20:12:04.806973+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 2
2026-08-28T20:12:04.850360+0000 | MainThread INFO | src.generator.sanitizer:sanitize:161 | Build error detected in fuzz driver 2, fixing...
2026-08-28T20:12:10.239848+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 1
2026-08-28T20:12:10.281592+0000 | MainThread INFO | src.generator.sanitizer:sanitize:161 | Build error detected in fuzz driver 2, fixing...
2026-08-28T20:12:15.457719+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 0
2026-08-28T20:12:15.826706+0000 | MainThread INFO | src.generator.sanitizer:sanitize:183 | ASan error detected in fuzz driver 2, which may be a constraint violation, learning...
2026-08-28T20:12:15.829143+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function _TIFFSetupFields in the backtrace not found in the library meta data
2026-08-28T20:12:15.831463+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function _TIFFSetupFields in the backtrace not found in the library meta data
2026-08-28T20:12:26.780305+0000 | MainThread INFO | src.generator.learner:learn_constraint:306 | Successfully fixed crash SEGV@_promefuzz_database_libtiff_latest_code_libtiff_tif_dirinfo.c:433:41 with learned constraint
2026-08-28T20:12:26.780848+0000 | MainThread INFO | src.generator.learner:_add_constraint_to_comprehension:351 | Learned constraint for function TIFFCreateCustomDirectory: Yes, this crash is caused by misuse of the API. Do not pass NULL as the second argument. TIFFCreateCustomDirectory() expects a valid const TIFFFieldArray* describing the custom directory fields. Before calling it, allocate or reference a properly initialized TIFFFieldArray with a non-NULL fields pointer and a correct count value, or avoid calling this API unless you actually need a custom IFD definition. Add a caller-side NULL check for the infoarray argument and only invoke TIFFCreateCustomDirectory(tif, infoarray) when both tif and infoarray are valid.
2026-08-28T20:12:26.821045+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: write_dummy_file at /promefuzz/database/libtiff/latest/out/tmp/postprocessing/postprocessing_2.c:25:13
2026-08-28T20:12:26.821546+0000 | MainThread WARNING | src.generator.worker:san_success:167 | Fuzz driver 2 does not cover the following functions in function set 2: 
TIFFCreateCustomDirectory at tif_dir.c:1378:1 in tiffio.h, TIFFWriteCustomDirectory at tif_dirwrite.c:263:1 in tiffio.h, TIFFFreeDirectory at tif_dir.c:1306:1 in tiffio.h
2026-08-28T20:12:26.822091+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 2 tests the following functions: 
TIFFOpen at tif_unix.c:223:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFSetField at tif_dir.c:828:1 in tiffio.h, TIFFWriteDirectory at tif_dirwrite.c:194:1 in tiffio.h, TIFFSetDirectory at tif_dir.c:1666:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFOpen at tif_unix.c:223:1 in tiffio.h, TIFFGetField at tif_dir.c:1270:1 in tiffio.h, TIFFGetField at tif_dir.c:1270:1 in tiffio.h, TIFFReadEXIFDirectory at tif_dirread.c:4549:1 in tiffio.h, TIFFGetField at tif_dir.c:1270:1 in tiffio.h, TIFFReadCustomDirectory at tif_dirread.c:4441:1 in tiffio.h, TIFFGetField at tif_dir.c:1270:1 in tiffio.h, TIFFGetField at tif_dir.c:1270:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h, TIFFClose at tif_close.c:121:1 in tiffio.h
