INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 825887310
INFO: Loaded 1 modules   (1022 inline 8-bit counters): 1022 [0x6387efd92c78, 0x6387efd93076), 
INFO: Loaded 1 PC tables (1022 PCs): 1022 [0x6387efd93078,0x6387efd97058), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	INITED cov: 146 ft: 147 corp: 1/1b exec/s: 0 rss: 32Mb
#3	NEW    cov: 147 ft: 149 corp: 2/2b lim: 4 exec/s: 0 rss: 32Mb L: 1/1 MS: 1 ChangeBit-
#4	NEW    cov: 150 ft: 159 corp: 3/4b lim: 4 exec/s: 0 rss: 32Mb L: 2/2 MS: 1 InsertByte-
#7	NEW    cov: 152 ft: 162 corp: 4/6b lim: 4 exec/s: 0 rss: 32Mb L: 2/2 MS: 3 InsertByte-ShuffleBytes-ChangeByte-
#8	NEW    cov: 153 ft: 164 corp: 5/7b lim: 4 exec/s: 0 rss: 32Mb L: 1/2 MS: 1 ChangeByte-
#10	NEW    cov: 155 ft: 173 corp: 6/10b lim: 4 exec/s: 0 rss: 32Mb L: 3/3 MS: 2 CopyPart-InsertByte-
#21	NEW    cov: 158 ft: 185 corp: 7/14b lim: 4 exec/s: 0 rss: 32Mb L: 4/4 MS: 1 InsertByte-
#34	NEW    cov: 158 ft: 186 corp: 8/17b lim: 4 exec/s: 0 rss: 33Mb L: 3/4 MS: 3 CrossOver-CopyPart-CrossOver-
#45	NEW    cov: 158 ft: 187 corp: 9/21b lim: 4 exec/s: 0 rss: 33Mb L: 4/4 MS: 1 CopyPart-
#48	REDUCE cov: 158 ft: 187 corp: 9/20b lim: 4 exec/s: 0 rss: 33Mb L: 2/4 MS: 3 ShuffleBytes-InsertByte-EraseBytes-
#84	NEW    cov: 158 ft: 188 corp: 10/24b lim: 4 exec/s: 0 rss: 33Mb L: 4/4 MS: 1 CrossOver-
#88	NEW    cov: 158 ft: 191 corp: 11/28b lim: 4 exec/s: 0 rss: 33Mb L: 4/4 MS: 4 ShuffleBytes-ShuffleBytes-ChangeBit-CMP- DE: "\000\020"-
	NEW_FUNC[1/5]: 0x6387efd3e510 in cJSON_Duplicate /promefuzz/database/cjson/latest/code/cJSON.c:2785
	NEW_FUNC[2/5]: 0x6387efd3e580 in cJSON_Duplicate_rec /promefuzz/database/cjson/latest/code/cJSON.c:2790
#89	NEW    cov: 179 ft: 228 corp: 12/32b lim: 4 exec/s: 0 rss: 33Mb L: 4/4 MS: 1 ChangeByte-
#98	NEW    cov: 182 ft: 238 corp: 13/36b lim: 4 exec/s: 0 rss: 34Mb L: 4/4 MS: 4 ChangeByte-ChangeBinInt-CopyPart-ChangeByte-
#105	NEW    cov: 182 ft: 239 corp: 14/40b lim: 4 exec/s: 0 rss: 34Mb L: 4/4 MS: 2 CopyPart-ChangeBinInt-
#109	REDUCE cov: 183 ft: 240 corp: 15/42b lim: 4 exec/s: 0 rss: 34Mb L: 2/4 MS: 4 CopyPart-EraseBytes-ChangeBit-PersAutoDict- DE: "\000\020"-
#119	NEW    cov: 185 ft: 268 corp: 16/46b lim: 4 exec/s: 0 rss: 34Mb L: 4/4 MS: 5 PersAutoDict-ShuffleBytes-ShuffleBytes-PersAutoDict-CMP- DE: "\000\020"-"\000\020"-"null"-
#129	NEW    cov: 185 ft: 269 corp: 17/50b lim: 4 exec/s: 0 rss: 34Mb L: 4/4 MS: 5 ChangeByte-CopyPart-CrossOver-ChangeBit-ChangeBinInt-
#139	NEW    cov: 186 ft: 270 corp: 18/54b lim: 4 exec/s: 0 rss: 34Mb L: 4/4 MS: 5 ChangeBit-ShuffleBytes-CrossOver-ChangeBit-ChangeBit-
#156	REDUCE cov: 186 ft: 270 corp: 18/53b lim: 4 exec/s: 0 rss: 34Mb L: 3/4 MS: 2 ChangeBinInt-EraseBytes-
#172	REDUCE cov: 186 ft: 270 corp: 18/51b lim: 4 exec/s: 0 rss: 34Mb L: 2/4 MS: 1 EraseBytes-
#174	REDUCE cov: 186 ft: 270 corp: 18/49b lim: 4 exec/s: 0 rss: 34Mb L: 2/4 MS: 2 ChangeBit-CrossOver-
#188	NEW    cov: 187 ft: 272 corp: 19/50b lim: 4 exec/s: 0 rss: 35Mb L: 1/4 MS: 4 CrossOver-EraseBytes-CopyPart-ChangeBit-
#194	REDUCE cov: 187 ft: 272 corp: 19/49b lim: 4 exec/s: 0 rss: 35Mb L: 3/4 MS: 1 EraseBytes-
