2026-08-29T02:18:20.665609+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260829021820_._PromeFuzz.py_-F_database_sqlite3_latest_lib.toml_generate_--pool-size_1.log
2026-08-29T02:18:20.687103+0000 | MainThread INFO | src.utils:setup_llm:210 | Validating the LLM client...
2026-08-29T02:18:26.315950+0000 | MainThread SUCCESS | src.utils:setup_llm:214 | The LLM client gpt-4-1 has been setup.
2026-08-29T02:18:26.337131+0000 | MainThread INFO | src.utils:setup_llm:210 | Validating the LLM client...
2026-08-29T02:18:32.034934+0000 | MainThread SUCCESS | src.utils:setup_llm:214 | The LLM client gpt-4-1 has been setup.
2026-08-29T02:18:32.128704+0000 | MainThread INFO | src.generator.worker:restore:362 | Resuming generation state from Sat Aug 29 02:18:32 2026. Last generated fuzz driver 0, last scheduled function set 0
2026-08-29T02:18:32.129458+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T02:18:32.149864+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 1, remaining rounds: 1
2026-08-29T02:18:41.682816+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 1
2026-08-29T02:18:41.703618+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 1, remaining rounds: 4
2026-08-29T02:18:43.029729+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 1 succeeded
2026-08-29T02:18:43.082452+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: write_dummy_file at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_1.c:12:13
2026-08-29T02:18:43.083063+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 1 tests the following functions: 
sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_malloc64 at sqlite3.c:15744:18 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h, sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_column_count at sqlite3.c:72903:16 in sqlite3.h, sqlite3_column_type at sqlite3.c:73072:16 in sqlite3.h, sqlite3_column_name at sqlite3.c:73143:24 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_bytes at sqlite3.c:73026:16 in sqlite3.h, sqlite3_column_type at sqlite3.c:73072:16 in sqlite3.h, sqlite3_column_name at sqlite3.c:73143:24 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_bytes at sqlite3.c:73026:16 in sqlite3.h, sqlite3_column_type at sqlite3.c:73072:16 in sqlite3.h, sqlite3_column_name at sqlite3.c:73143:24 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_column_bytes at sqlite3.c:73026:16 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h
2026-08-29T02:18:43.104150+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 1 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-29T02:18:43.104496+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T02:18:43.124854+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 2, remaining rounds: 1
2026-08-29T02:18:57.727741+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 2
2026-08-29T02:18:57.748528+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 4
2026-08-29T02:18:59.967707+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 2, fixing...
2026-08-29T02:19:12.562509+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 3
2026-08-29T02:19:13.893360+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 2 succeeded
2026-08-29T02:19:13.946857+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_dbstatus_op at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:18:12
2026-08-29T02:19:13.947299+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_status_op at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:64:12
2026-08-29T02:19:13.947658+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: free_errmsg at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:101:13
2026-08-29T02:19:13.947966+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: free_errmsg at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:101:13
2026-08-29T02:19:13.948247+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: free_errmsg at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:101:13
2026-08-29T02:19:13.948630+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 2 tests the following functions: 
sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_shutdown at sqlite3.c:152624:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h
2026-08-29T02:19:13.969903+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 2 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-29T02:19:13.970245+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T02:19:13.991949+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 3, remaining rounds: 1
2026-08-29T02:19:25.606270+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 3
2026-08-29T02:19:25.627425+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 3, remaining rounds: 4
2026-08-29T02:19:26.956620+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 3 succeeded
2026-08-29T02:19:27.014435+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 3 tests the following functions: 
sqlite3_bind_int at sqlite3.c:73347:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_bind_text at sqlite3.c:73387:16 in sqlite3.h, sqlite3_bind_int at sqlite3.c:73347:16 in sqlite3.h, sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_value_int at sqlite3.c:72100:16 in sqlite3.h, sqlite3_value_bytes at sqlite3.c:72091:16 in sqlite3.h, sqlite3_result_value at sqlite3.c:72428:17 in sqlite3.h, sqlite3_value_blob at sqlite3.c:72078:24 in sqlite3.h, sqlite3_value_bytes at sqlite3.c:72091:16 in sqlite3.h, sqlite3_malloc at sqlite3.c:15738:18 in sqlite3.h, sqlite3_result_error at sqlite3.c:72332:17 in sqlite3.h, sqlite3_result_blob at sqlite3.c:72304:17 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_create_function at sqlite3.c:154229:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_bind_blob at sqlite3.c:73315:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_bind_text at sqlite3.c:73387:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_bind_int at sqlite3.c:73347:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_bind_blob at sqlite3.c:73315:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h
2026-08-29T02:19:27.035793+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 3 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-29T02:19:27.036142+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T02:19:27.056858+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 4, remaining rounds: 1
2026-08-29T02:19:40.315172+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 4
2026-08-29T02:19:40.336328+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 4
2026-08-29T02:19:40.910566+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-29T02:19:51.620898+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 3
2026-08-29T02:19:52.862986+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-29T02:20:05.257483+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 2
2026-08-29T02:20:06.455952+0000 | MainThread INFO | src.generator.sanitizer:sanitize:184 | ASan error detected in fuzz driver 4, which may be a constraint violation, learning...
2026-08-29T02:20:06.461928+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-29T02:20:06.463087+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3VMPrintf in the backtrace not found in the library meta data
2026-08-29T02:20:06.463437+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-29T02:20:06.463783+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ErrorWithMsg in the backtrace not found in the library meta data
2026-08-29T02:20:06.512112+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
