2026-08-28T13:22:37.698896+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260828132237_._PromeFuzz.py_-F_database_cjson_latest_lib.toml_generate_--pool-size_1.log
2026-08-28T13:22:37.720461+0000 | MainThread INFO | src.utils:setup_llm:210 | Validating the LLM client...
2026-08-28T13:22:38.550129+0000 | MainThread SUCCESS | src.utils:setup_llm:214 | The LLM client gpt-4-1 has been setup.
2026-08-28T13:22:38.569617+0000 | MainThread INFO | src.utils:setup_llm:210 | Validating the LLM client...
2026-08-28T13:22:39.254898+0000 | MainThread SUCCESS | src.utils:setup_llm:214 | The LLM client gpt-4-1 has been setup.
2026-08-28T13:22:39.259827+0000 | MainThread INFO | src.generator.worker:restore:362 | Resuming generation state from Fri Aug 28 13:22:39 2026. Last generated fuzz driver 0, last scheduled function set 0
2026-08-28T13:22:39.260384+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T13:22:39.267467+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 1, remaining rounds: 1
2026-08-28T13:22:50.837998+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 1
2026-08-28T13:22:50.845346+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 1, remaining rounds: 4
2026-08-28T13:22:52.025215+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 1 succeeded
2026-08-28T13:22:52.060858+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.061274+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.061606+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.061900+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.062219+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.062511+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.062786+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_key_from_data at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:24:14
2026-08-28T13:22:52.063085+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_mutable_string at /promefuzz/database/cjson/latest/out/tmp/postprocessing/postprocessing_1.c:12:14
2026-08-28T13:22:52.063536+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 1 tests the following functions: 
